name,ob_start,ob_end,peak_crab,peak_ledd,ledd_rise,ledd_decay,hyst_dex,radio_peak_mjy,radio_ref,M_msun,M_err,D_kpc,D_err,Porb_d,tier,a_cf,a_cf_err,a_refl,a_refl_err,a_best,a_method,r_isco_rg,omega_h,eta_bz,xi,xi_err,n_lrlx,phi_max_mid,phi_max_low,phi_max_high
GRO J1655-40,50154.0,50676.0,3.1852267323900074,0.2867895173087206,0.2546419039859449,0.0070070945338057,1.5603918962256944,,,5.4,0.3,3.2,0.2,2.622,gold,0.7,0.1,0.98,0.01,0.7,CF,3.3931284701816304,0.2041836836755107,0.041690976679301016,29.373266330517364,0.1509445053286786,7.0,13.99773380134291,6.259976862149856,27.99546760268582
GRO J1655-40,53434.0,53634.0,4.324376810321769,0.3893556227825082,0.0146499367137441,,,,,5.4,0.3,3.2,0.2,2.622,gold,0.7,0.1,0.98,0.01,0.7,CF,3.3931284701816304,0.2041836836755107,0.041690976679301016,29.373266330517364,0.1509445053286786,7.0,13.99773380134291,6.259976862149856,27.99546760268582
4U 1543-47,52442.0,52484.0,3.803964846496871,1.0808063616546462,,,,,,9.4,1.0,7.5,0.5,1.123,gold,0.8,0.1,,,0.8,CF,2.9066438544641957,0.25000000000000006,0.06250000000000003,30.368079869192865,7.105427357601002e-15,1.0,16.85020342485901,7.535640058536903,33.70040684971802
4U 1543-47,59376.0,59562.0,8.468807837837838,2.8874529884875666,1.2925283131056675,2.65818755022585,-0.3131455544470082,,,9.4,1.0,7.5,0.5,1.123,gold,0.8,0.1,,,0.8,CF,2.9066438544641957,0.25000000000000006,0.06250000000000003,30.368079869192865,7.105427357601002e-15,1.0,16.85020342485901,7.535640058536903,33.70040684971802
XTE J1859+226,51460.0,51580.0,1.0654058441533132,0.41242227752211424,0.1213496256924963,,,,,7.85,0.46,8.0,3.0,0.274,gold,,,,,,none,,,,,,,,,
GRS 1915+105,50134.0,58808.0,2.7380000813802083,0.7753992887218276,,,,,,12.4,2.0,8.6,1.6,33.9,gold,0.98,0.01,0.98,0.01,0.98,CF,1.6140296676354695,0.4086747513156509,0.16701505236290912,,,,,,
GRS 1915+105,59046.0,59130.0,0.1039502702702702,0.03532635349932254,,,,,,12.4,2.0,8.6,1.6,33.9,gold,0.98,0.01,0.98,0.01,0.98,CF,1.6140296676354695,0.4086747513156509,0.16701505236290912,,,,,,
GRS 1915+105,59402.0,59484.0,0.1228397297297297,0.04174572807661822,,,,,,12.4,2.0,8.6,1.6,33.9,gold,0.98,0.01,0.98,0.01,0.98,CF,1.6140296676354695,0.4086747513156509,0.16701505236290912,,,,,,
V404 Cyg,57186.0,57200.0,0.0384581081081081,0.0013907183296702314,,,,,,9.0,0.6,2.39,0.14,6.471,gold,,,0.92,0.05,0.92,refl,2.179871207383951,0.3304791528014628,0.10921647043637259,29.684751606168813,0.04092387449357015,24.0,9.11950785823997,4.078367898473617,18.23901571647994
Cyg X-1,50136.0,57188.0,1.791025945945946,0.023723017850646462,0.0148393172288473,0.0038899008250796,0.5814753901819287,,,21.2,2.2,2.22,0.18,5.6,gold,0.99,0.01,0.95,0.03,0.99,CF,1.4544979380596716,0.4338043637390611,0.18818622599905163,,,,,,
Cyg X-1,57218.0,58050.0,1.0501308108108107,0.013909498087824223,0.0131725243445023,0.0072461874320456,0.2595594464426487,,,21.2,2.2,2.22,0.18,5.6,gold,0.99,0.01,0.95,0.03,0.99,CF,1.4544979380596716,0.4338043637390611,0.18818622599905163,,,,,,
Cyg X-1,58082.0,58270.0,1.3138986486486486,0.017403232580960538,0.0105775608457707,0.0056856036953947,0.26960894751490294,,,21.2,2.2,2.22,0.18,5.6,gold,0.99,0.01,0.95,0.03,0.99,CF,1.4544979380596716,0.4338043637390611,0.18818622599905163,,,,,,
Cyg X-1,58302.0,58412.0,1.3159472972972972,0.017430367937972868,,0.0084128592192862,,,,21.2,2.2,2.22,0.18,5.6,gold,0.99,0.01,0.95,0.03,0.99,CF,1.4544979380596716,0.4338043637390611,0.18818622599905163,,,,,,
Cyg X-1,58442.0,59138.0,1.6351064864864864,0.021657788070814147,0.0123276947167813,0.0077594555738238,0.2010506200167367,,,21.2,2.2,2.22,0.18,5.6,gold,0.99,0.01,0.95,0.03,0.99,CF,1.4544979380596716,0.4338043637390611,0.18818622599905163,,,,,,
Cyg X-1,59168.0,60664.0,1.6211016216216216,0.02147228676083195,0.01321109557196,0.0090169753191885,0.1658779534062959,,,21.2,2.2,2.22,0.18,5.6,gold,0.99,0.01,0.95,0.03,0.99,CF,1.4544979380596716,0.4338043637390611,0.18818622599905163,,,,,,
Cyg X-1,60696.0,61238.0,0.9716086486486486,0.012869433504248086,0.0111000775620662,0.0098345836731996,0.05257003375666367,,,21.2,2.2,2.22,0.18,5.6,gold,0.99,0.01,0.95,0.03,0.99,CF,1.4544979380596716,0.4338043637390611,0.18818622599905163,,,,,,
MAXI J1348-630,58510.0,58696.0,2.602737297297297,0.06584460066416464,0.0635515399347285,0.00534241835243,1.0753881849119624,,,11.0,2.0,2.21,0.11,,silver,,,0.78,0.04,0.78,refl,3.009507469025378,0.23988492699584577,0.05754477819980225,28.83450700102817,0.04252906857866105,34.0,5.204794443885029,2.327654837088028,10.409588887770058
H1743-322,52698.0,52956.0,1.337319177902587,0.573455419411397,0.412600947804122,0.4242938088045837,-0.01213647341437584,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,53160.0,53308.0,0.3087386618164219,0.13239012924209048,,0.0095853535895594,,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,53590.0,53626.0,0.2107555087150792,0.09037400393301744,0.0508582895707038,,,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,54456.0,54534.0,0.3596868139330188,0.1542371904545686,,,,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,54728.0,54788.0,0.1243999989827474,0.05334392474899897,0.0182496681665934,,,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,54976.0,55032.0,0.2425158866330981,0.10399316167829631,0.093678598031112,0.0181584333132565,0.7125620071568629,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,55162.0,55264.0,0.1498067567567567,0.07708630634730765,,,,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,55360.0,55456.0,0.2066242559836329,0.08860248273826302,0.0702534120674793,0.0289386042454825,0.385189841321852,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,55660.0,55804.0,0.447066650390625,0.19170651086204563,,,,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,56506.0,56546.0,0.1443927027027026,0.07430038775173087,0.0738906774790387,0.0371004055942551,0.2992109909826199,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,57182.0,57218.0,0.1008067567567567,0.05187229669384981,,,,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
H1743-322,60010.0,60060.0,0.2484613513513513,0.1278511614588603,,,,,,8.0,2.0,8.5,0.8,,silver,0.2,0.3,,,0.2,CF,5.329443296434935,0.050510257216821904,0.002551286084109509,29.13739028225247,0.09564975181668021,32.0,51.28197771231007,22.93399763707089,102.56395542462012
MAXI J1535-571,58000.0,58200.0,2.0031302702702702,0.2398197194505335,0.0830943241301307,,,,,8.0,2.0,4.1,0.6,,silver,,,0.985,0.01,0.985,refl,1.5409872598770096,0.42002317803686595,0.17641947008818878,,,,,,
Swift J1727.8-1613,60180.0,60424.0,7.348713243243242,0.5732086287500726,0.3250688472159264,0.0046364560064967,1.8457892078416267,,,10.0,2.0,3.7,0.3,0.45,silver,,,0.98,0.02,0.98,refl,1.6140296676354695,0.4086747513156509,0.16701505236290912,,,,,,
Swift J1727.8-1613,60880.0,61064.0,0.1048837837837837,0.008181063526475088,0.0024221277419301,0.0029009203370492,-0.07833875878214865,,,10.0,2.0,3.7,0.3,0.45,silver,,,0.98,0.02,0.98,refl,1.6140296676354695,0.4086747513156509,0.16701505236290912,,,,,,
MAXI J1659-152,55464.0,55510.0,0.2911191891891891,0.11942666361972368,0.0924668239400115,0.0306512703638612,0.4795374618199768,,,5.0,1.5,6.0,2.0,0.1006,silver,,,,,,none,,,,29.306399682722393,0.10226222848484345,4.0,18.92025672932891,8.461396039705456,37.84051345865782
XTE J1752-223,55058.0,55332.0,0.4340372972972973,0.0937138793783152,0.0763098807107917,0.0149699696933358,0.7073598535408181,,,9.5,1.5,6.0,2.0,,silver,,,0.52,0.11,0.52,refl,4.1542513118017075,0.14022474984374528,0.019662980468740942,29.28500434357271,0.11162435846240597,21.0,6.425871243057132,2.873736982827364,12.851742486114263
